ID_Ubicación	Estado	Municipio
1783	PUEBLA	ZAUTLA
1784	PUEBLA	ZIHUATEUTLA
1785	PUEBLA	ZINACATEPEC
1786	PUEBLA	ZONGOZOTLA
1787	PUEBLA	ZOQUIAPAN
1788	PUEBLA	ZOQUITLAN
1789	QUERÉTARO	AMEALCO DE BONFIL
1790	QUERÉTARO	PINAL DE AMOLES
1791	QUERÉTARO	ARROYO SECO
1792	QUERÉTARO	CADEREYTA DE MONTES
1793	QUERÉTARO	COLON
1794	QUERÉTARO	CORREGIDORA
1795	QUERÉTARO	EZEQUIEL MONTES
1796	QUERÉTARO	HUIMILPAN
1797	QUERÉTARO	JALPAN DE SERRA
1798	QUERÉTARO	LANDA DE MATAMOROS
1799	QUERÉTARO	EL MARQUES
1800	QUERÉTARO	PEDRO ESCOBEDO
1801	QUERÉTARO	PEÑAMILLER
1802	QUERÉTARO	QUERETARO
1803	QUERÉTARO	SAN JOAQUIN
1804	QUERÉTARO	SAN JUAN DEL RIO
1805	QUERÉTARO	TEQUISQUIAPAN
1806	QUERÉTARO	TOLIMAN
1807	QUINTANA ROO	COZUMEL
1808	QUINTANA ROO	FELIPE CARRILLO PUERTO
1809	QUINTANA ROO	ISLA MUJERES
1810	QUINTANA ROO	OTHON P. BLANCO
1811	QUINTANA ROO	BENITO JUAREZ
1812	QUINTANA ROO	JOSE MARIA MORELOS
1813	QUINTANA ROO	LAZARO CARDENAS
1814	QUINTANA ROO	SOLIDARIDAD
1815	QUINTANA ROO	TULUM
1816	QUINTANA ROO	BACALAR
1817	QUINTANA ROO	TEQUISQUIAPAN
1818	QUINTANA ROO	PUERTO MORELOS
1819	SAN LUIS POTOSÍ	AHUALULCO
1820	SAN LUIS POTOSÍ	ALAQUINES
1821	SAN LUIS POTOSÍ	AQUISMON
1822	SAN LUIS POTOSÍ	ARMADILLO DE LOS INFANTE
1823	SAN LUIS POTOSÍ	CARDENAS
1824	SAN LUIS POTOSÍ	CATORCE
1825	SAN LUIS POTOSÍ	CEDRAL
1826	SAN LUIS POTOSÍ	CERRITOS
1827	SAN LUIS POTOSÍ	CERRO DE SAN PEDRO
1828	SAN LUIS POTOSÍ	CIUDAD DEL MAIZ
1829	SAN LUIS POTOSÍ	CIUDAD FERNANDEZ
1830	SAN LUIS POTOSÍ	TANCANHUITZ
1831	SAN LUIS POTOSÍ	CIUDAD VALLES
1832	SAN LUIS POTOSÍ	COXCATLAN
1833	SAN LUIS POTOSÍ	CHARCAS
1834	SAN LUIS POTOSÍ	EBANO
1835	SAN LUIS POTOSÍ	GUADALCAZAR
1836	SAN LUIS POTOSÍ	HUEHUETLAN
1837	SAN LUIS POTOSÍ	LAGUNILLAS
1838	SAN LUIS POTOSÍ	MATEHUALA
1839	SAN LUIS POTOSÍ	MEXQUITIC DE CARMONA
1840	SAN LUIS POTOSÍ	MOCTEZUMA
1841	SAN LUIS POTOSÍ	RAYON
1842	SAN LUIS POTOSÍ	RIOVERDE
1843	SAN LUIS POTOSÍ	SALINAS
1844	SAN LUIS POTOSÍ	SAN ANTONIO
1845	SAN LUIS POTOSÍ	SAN CIRO DE ACOSTA
1846	SAN LUIS POTOSÍ	SAN LUIS POTOSI
1847	SAN LUIS POTOSÍ	SAN MARTIN CHALCHICUAUTLA
1848	SAN LUIS POTOSÍ	SAN NICOLAS TOLENTINO
1849	SAN LUIS POTOSÍ	SANTA CATARINA
1850	SAN LUIS POTOSÍ	SANTA MARIA DEL RIO
1851	SAN LUIS POTOSÍ	SANTO DOMINGO
1852	SAN LUIS POTOSÍ	SAN VICENTE TANCUAYALAB
1853	SAN LUIS POTOSÍ	SOLEDAD DE GRACIANO SANCHEZ
1854	SAN LUIS POTOSÍ	TAMASOPO
1855	SAN LUIS POTOSÍ	TAMAZUNCHALE
1856	SAN LUIS POTOSÍ	TAMPACAN
1857	SAN LUIS POTOSÍ	TAMPAMOLON CORONA
1858	SAN LUIS POTOSÍ	TAMUIN
1859	SAN LUIS POTOSÍ	TANLAJAS
1860	SAN LUIS POTOSÍ	TANQUIAN DE ESCOBEDO
1861	SAN LUIS POTOSÍ	TIERRA NUEVA
1862	SAN LUIS POTOSÍ	VANEGAS
1863	SAN LUIS POTOSÍ	VENADO
1864	SAN LUIS POTOSÍ	VILLA DE ARRIAGA
1865	SAN LUIS POTOSÍ	VILLA DE GUADALUPE
1866	SAN LUIS POTOSÍ	VILLA DE LA PAZ
1867	SAN LUIS POTOSÍ	VILLA DE RAMOS
1868	SAN LUIS POTOSÍ	VILLA DE REYES
1869	SAN LUIS POTOSÍ	VILLA HIDALGO
1870	SAN LUIS POTOSÍ	VILLA JUAREZ
1871	SAN LUIS POTOSÍ	AXTLA DE TERRAZAS
1872	SAN LUIS POTOSÍ	XILITLA
1873	SAN LUIS POTOSÍ	ZARAGOZA
1874	SAN LUIS POTOSÍ	VILLA DE ARISTA
1875	SAN LUIS POTOSÍ	MATLAPA
1876	SAN LUIS POTOSÍ	EL NARANJO
1877	SINALOA	AHOME
1878	SINALOA	ANGOSTURA
1879	SINALOA	BADIRAGUATO
1880	SINALOA	CONCORDIA
1881	SINALOA	COSALA
1882	SINALOA	CULIACAN
1883	SINALOA	CHOIX
1884	SINALOA	ELOTA
1885	SINALOA	ESCUINAPA
1886	SINALOA	EL FUERTE
1887	SINALOA	GUASAVE
1888	SINALOA	MAZATLAN
1889	SINALOA	MOCORITO
1890	SINALOA	ROSARIO
1891	SINALOA	SALVADOR ALVARADO
1892	SINALOA	SAN IGNACIO
1893	SINALOA	SINALOA
1894	SINALOA	NAVOLATO
1895	SONORA	ACONCHI
1896	SONORA	AGUA PRIETA
1897	SONORA	ALAMOS
1898	SONORA	ALTAR
1899	SONORA	ARIVECHI
1900	SONORA	ARIZPE
1901	SONORA	ATIL
1902	SONORA	BACADEHUACHI
1903	SONORA	BACANORA
1904	SONORA	BACERAC
1905	SONORA	BACOACHI
1906	SONORA	BACUM
1907	SONORA	BANAMICHI
1908	SONORA	BAVIACORA
1909	SONORA	BAVISPE
1910	SONORA	BENJAMIN HILL
1911	SONORA	CABORCA
1912	SONORA	CAJEME
1913	SONORA	CANANEA
1914	SONORA	CARBO
1915	SONORA	LA COLORADA
1916	SONORA	CUCURPE
1917	SONORA	CUMPAS
1918	SONORA	DIVISADEROS
1919	SONORA	EMPALME
1920	SONORA	ETCHOJOA
1921	SONORA	FRONTERAS
1922	SONORA	GRANADOS
1923	SONORA	GUAYMAS
1924	SONORA	HERMOSILLO
1925	SONORA	HUACHINERA
1926	SONORA	HUASABAS
1927	SONORA	HUATABAMPO
1928	SONORA	HUEPAC
1929	SONORA	IMURIS
1930	SONORA	MAGDALENA
1931	SONORA	MAZATAN
1932	SONORA	MOCTEZUMA
1933	SONORA	NACO
1934	SONORA	NACORI CHICO
1935	SONORA	NACOZARI DE GARCIA
1936	SONORA	NAVOJOA
1937	SONORA	NOGALES
1938	SONORA	ONAVAS
1939	SONORA	OPODEPE
1940	SONORA	OQUITOA
1941	SONORA	PITIQUITO
1942	SONORA	PUERTO PEÑASCO
1943	SONORA	QUIRIEGO
1944	SONORA	RAYON
1945	SONORA	ROSARIO
1946	SONORA	SAHUARIPA
1947	SONORA	SAN FELIPE DE JESUS
1948	SONORA	SAN JAVIER
1949	SONORA	SAN LUIS RIO COLORADO
1950	SONORA	SAN MIGUEL DE HORCASITAS
1951	SONORA	SAN PEDRO DE LA CUEVA
1952	SONORA	SANTA ANA
1953	SONORA	SANTA CRUZ
1954	SONORA	SARIC
1955	SONORA	SOYOPA
1956	SONORA	SUAQUI GRANDE
1957	SONORA	TEPACHE
1958	SONORA	TRINCHERAS
1959	SONORA	TUBUTAMA
1960	SONORA	URES
1961	SONORA	VILLA HIDALGO
1962	SONORA	VILLA PESQUEIRA
1963	SONORA	YECORA
1964	SONORA	GENERAL PLUTARCO ELIAS CALLES
1965	SONORA	BENITO JUAREZ
1966	SONORA	SAN IGNACIO RIO MUERTO
1967	TABASCO	BALANCAN
1968	TABASCO	CARDENAS
1969	TABASCO	CENTLA
1970	TABASCO	CENTRO
1971	TABASCO	COMALCALCO
1972	TABASCO	CUNDUACAN
1973	TABASCO	EMILIANO ZAPATA
1974	TABASCO	HUIMANGUILLO
1975	TABASCO	JALAPA
1976	TABASCO	JALPA DE MENDEZ
1977	TABASCO	JONUTA
1978	TABASCO	MACUSPANA
1979	TABASCO	NACAJUCA
1980	TABASCO	PARAISO
1981	TABASCO	TACOTALPA
1982	TABASCO	TEAPA
1983	TABASCO	TENOSIQUE
1984	TAMAULIPAS	ABASOLO
1985	TAMAULIPAS	ALDAMA
1986	TAMAULIPAS	ALTAMIRA
1987	TAMAULIPAS	ANTIGUO MORELOS
1988	TAMAULIPAS	BURGOS
1989	TAMAULIPAS	BUSTAMANTE
1990	TAMAULIPAS	CAMARGO
1991	TAMAULIPAS	CASAS
1992	TAMAULIPAS	CIUDAD MADERO
1993	TAMAULIPAS	CRUILLAS
1994	TAMAULIPAS	GOMEZ FARIAS
1995	TAMAULIPAS	GONZALEZ
1996	TAMAULIPAS	GÜEMEZ
1997	TAMAULIPAS	GUERRERO
1998	TAMAULIPAS	GUSTAVO DIAZ ORDAZ
1999	TAMAULIPAS	HIDALGO
2000	TAMAULIPAS	JAUMAVE
2001	TAMAULIPAS	JIMENEZ
2002	TAMAULIPAS	LLERA
2003	TAMAULIPAS	MAINERO
2004	TAMAULIPAS	EL MANTE
2005	TAMAULIPAS	MATAMOROS
2006	TAMAULIPAS	MENDEZ
2007	TAMAULIPAS	MIER
2008	TAMAULIPAS	MIGUEL ALEMAN
2009	TAMAULIPAS	MIQUIHUANA
2010	TAMAULIPAS	NUEVO LAREDO
2011	TAMAULIPAS	NUEVO MORELOS
2012	TAMAULIPAS	OCAMPO
2013	TAMAULIPAS	PADILLA
2014	TAMAULIPAS	PALMILLAS
2015	TAMAULIPAS	REYNOSA
2016	TAMAULIPAS	RIO BRAVO
2017	TAMAULIPAS	SAN CARLOS
2018	TAMAULIPAS	SAN FERNANDO
2019	TAMAULIPAS	SAN NICOLAS
2020	TAMAULIPAS	SOTO LA MARINA
2021	TAMAULIPAS	TAMPICO
2022	TAMAULIPAS	TULA
2023	TAMAULIPAS	VALLE HERMOSO
2024	TAMAULIPAS	VICTORIA
2025	TAMAULIPAS	VILLAGRAN
2026	TAMAULIPAS	XICOTENCATL
2027	TLAXCALA	AMAXAC DE GUERRERO
2028	TLAXCALA	APETATITLAN DE ANTONIO CARVAJAL
2029	TLAXCALA	ATLANGATEPEC
2030	TLAXCALA	ATLTZAYANCA
2031	TLAXCALA	APIZACO
2032	TLAXCALA	CALPULALPAN
2033	TLAXCALA	EL CARMEN TEQUEXQUITLA
2034	TLAXCALA	CUAPIAXTLA
2035	TLAXCALA	CUAXOMULCO
2036	TLAXCALA	CHIAUTEMPAN
2037	TLAXCALA	MUÑOZ DE DOMINGO ARENAS
2038	TLAXCALA	ESPAÑITA
2039	TLAXCALA	HUAMANTLA
2040	TLAXCALA	HUEYOTLIPAN
2041	TLAXCALA	IXTACUIXTLA DE MARIANO MATAMOROS
2042	TLAXCALA	IXTENCO
2043	TLAXCALA	MAZATECOCHCO DE JOSE MARIA MORELOS
2044	TLAXCALA	CONTLA DE JUAN CUAMATZI
2045	TLAXCALA	TEPETITLA DE LARDIZABAL
2046	TLAXCALA	SANCTORUM DE LAZARO CARDENAS
2047	TLAXCALA	NANACAMILPA DE MARIANO ARISTA
2048	TLAXCALA	ACUAMANALA DE MIGUEL HIDALGO
2049	TLAXCALA	NATIVITAS
2050	TLAXCALA	PANOTLA
2051	TLAXCALA	SAN PABLO DEL MONTE
2052	TLAXCALA	SANTA CRUZ TLAXCALA
2053	TLAXCALA	TENANCINGO
2054	TLAXCALA	TEOLOCHOLCO
2055	TLAXCALA	TEPEYANCO
2056	TLAXCALA	TERRENATE
2057	TLAXCALA	TETLA DE LA SOLIDARIDAD
2058	TLAXCALA	TETLATLAHUCA
2059	TLAXCALA	TLAXCALA
2060	TLAXCALA	TLAXCO
2061	TLAXCALA	TOCATLAN
2062	TLAXCALA	TOTOLAC
2063	TLAXCALA	ZILTLALTÉPEC DE TRINIDAD SANCHEZ SANTOS
2064	TLAXCALA	TZOMPANTEPEC
2065	TLAXCALA	XALOZTOC
2066	TLAXCALA	XALTOCAN
2067	TLAXCALA	PAPALOTLA DE XICOHTÉNCATL
2068	TLAXCALA	XICOHTZINCO
2069	TLAXCALA	YAUHQUEMEHCAN
2070	TLAXCALA	ZACATELCO
2071	TLAXCALA	BENITO JUAREZ
2072	TLAXCALA	EMILIANO ZAPATA
2073	TLAXCALA	LAZARO CARDENAS
2074	TLAXCALA	LA MAGDALENA TLALTELULCO
2075	TLAXCALA	SAN DAMIAN TEXOLOC
2076	TLAXCALA	SAN FRANCISCO TETLANOHCAN
2077	TLAXCALA	SAN JERÓNIMO ZACUALPAN
2078	TLAXCALA	SAN JOSÉ TEACALCO
2079	TLAXCALA	SAN JUAN HUACTZINCO
2080	TLAXCALA	SAN LORENZO AXOCOMANITLA
2081	TLAXCALA	SAN LUCAS TECOPILCO
2082	TLAXCALA	SANTA ANA NOPALUCAN
2083	TLAXCALA	SANTA APOLONIA TEACALCO
2084	TLAXCALA	SANTA CATARINA AYOMETLA
2085	TLAXCALA	SANTA CRUZ QUILEHTLA
2086	TLAXCALA	SANTA ISABEL XILOXOXTLA
2087	VERACRUZ	ACAJETE
2088	VERACRUZ	ACATLAN
2089	VERACRUZ	ACAYUCAN
2090	VERACRUZ	ACTOPAN
2091	VERACRUZ	ACULA
2092	VERACRUZ	ACULTZINGO
2093	VERACRUZ	CAMARON DE TEJEDA
2094	VERACRUZ	ALPATLAHUAC
2095	VERACRUZ	ALTO LUCERO DE GUTIERREZ BARRIOS
2096	VERACRUZ	ALTOTONGA
2097	VERACRUZ	ALVARADO
2098	VERACRUZ	AMATITLAN
2099	VERACRUZ	NARANJOS AMATLAN
2100	VERACRUZ	AMATLAN DE LOS REYES
2101	VERACRUZ	ANGEL R. CABADA
2102	VERACRUZ	LA ANTIGUA
2103	VERACRUZ	APAZAPAN
2104	VERACRUZ	AQUILA
2105	VERACRUZ	ASTACINGA
2106	VERACRUZ	ATLAHUILCO
2107	VERACRUZ	ATOYAC
2108	VERACRUZ	ATZACAN
2109	VERACRUZ	ATZALAN
2110	VERACRUZ	TLALTETELA
2111	VERACRUZ	AYAHUALULCO
2112	VERACRUZ	BANDERILLA
2113	VERACRUZ	BENITO JUAREZ
2114	VERACRUZ	BOCA DEL RIO
2115	VERACRUZ	CALCAHUALCO
2116	VERACRUZ	CAMERINO Z. MENDOZA
2117	VERACRUZ	CARRILLO PUERTO
2118	VERACRUZ	CATEMACO
2119	VERACRUZ	CAZONES DE HERRERA
2120	VERACRUZ	CERRO AZUL
2121	VERACRUZ	CITLALTEPETL
2122	VERACRUZ	COACOATZINTLA
2123	VERACRUZ	COAHUITLAN
2124	VERACRUZ	COATEPEC
2125	VERACRUZ	COATZACOALCOS
2126	VERACRUZ	COATZINTLA
2127	VERACRUZ	COETZALA
2128	VERACRUZ	COLIPA
2129	VERACRUZ	COMAPA
2130	VERACRUZ	CORDOBA
2131	VERACRUZ	COSAMALOAPAN DE CARPIO
2132	VERACRUZ	COSAUTLAN DE CARVAJAL
2133	VERACRUZ	COSCOMATEPEC
2134	VERACRUZ	COSOLEACAQUE
2135	VERACRUZ	COTAXTLA
2136	VERACRUZ	COXQUIHUI
2137	VERACRUZ	COYUTLA
2138	VERACRUZ	CUICHAPA
2139	VERACRUZ	CUITLAHUAC
2140	VERACRUZ	CHACALTIANGUIS
2141	VERACRUZ	CHALMA
2142	VERACRUZ	CHICONAMEL
2143	VERACRUZ	CHICONQUIACO
2144	VERACRUZ	CHICONTEPEC
2145	VERACRUZ	CHINAMECA
2146	VERACRUZ	CHINAMPA DE GOROSTIZA
2147	VERACRUZ	LAS CHOAPAS
2148	VERACRUZ	CHOCAMAN
2149	VERACRUZ	CHONTLA
2150	VERACRUZ	CHUMATLAN
2151	VERACRUZ	EMILIANO ZAPATA
2152	VERACRUZ	ESPINAL
2153	VERACRUZ	FILOMENO MATA
2154	VERACRUZ	FORTIN
2155	VERACRUZ	GUTIERREZ ZAMORA
2156	VERACRUZ	HIDALGOTITLAN
2157	VERACRUZ	HUATUSCO
2158	VERACRUZ	HUAYACOCOTLA
2159	VERACRUZ	HUEYAPAN DE OCAMPO
2160	VERACRUZ	HUILOAPAN DE CUAUHTEMOC
2161	VERACRUZ	IGNACIO DE LA LLAVE
2162	VERACRUZ	ILAMATLÁN
2163	VERACRUZ	ISLA
2164	VERACRUZ	IXCATEPEC
2165	VERACRUZ	IXHUACAN DE LOS REYES
2166	VERACRUZ	IXHUATLAN DEL CAFE
2167	VERACRUZ	IXHUATLANCILLO
2168	VERACRUZ	IXHUATLAN DEL SURESTE
2169	VERACRUZ	IXHUATLAN DE MADERO
2170	VERACRUZ	IXMATLAHUACAN
2171	VERACRUZ	IXTACZOQUITLAN
2172	VERACRUZ	JALACINGO
2173	VERACRUZ	XALAPA
2174	VERACRUZ	JALCOMULCO
2175	VERACRUZ	JALTIPAN
2176	VERACRUZ	JAMAPA
2177	VERACRUZ	JESUS CARRANZA
2178	VERACRUZ	XICO
2179	VERACRUZ	JILOTEPEC
2180	VERACRUZ	JUAN RODRIGUEZ CLARA
2181	VERACRUZ	JUCHIQUE DE FERRER
2182	VERACRUZ	LANDERO Y COSS
2183	VERACRUZ	LERDO DE TEJADA
2184	VERACRUZ	MAGDALENA
2185	VERACRUZ	MALTRATA
2186	VERACRUZ	MANLIO FABIO ALTAMIRANO
2187	VERACRUZ	MARIANO ESCOBEDO
2188	VERACRUZ	MARTINEZ DE LA TORRE
2189	VERACRUZ	MECATLAN
2190	VERACRUZ	MECAYAPAN
2191	VERACRUZ	MEDELLIN DE BRAVO
2192	VERACRUZ	MIAHUATLÁN
2193	VERACRUZ	LAS MINAS
2194	VERACRUZ	MINATITLAN
2195	VERACRUZ	MISANTLA
2196	VERACRUZ	MIXTLA DE ALTAMIRANO
2197	VERACRUZ	MOLOACAN
2198	VERACRUZ	NAOLINCO
2199	VERACRUZ	NARANJAL
2200	VERACRUZ	NAUTLA
2201	VERACRUZ	NOGALES
2202	VERACRUZ	OLUTA
2203	VERACRUZ	OMEALCA
2204	VERACRUZ	ORIZABA
2205	VERACRUZ	OTATITLAN
2206	VERACRUZ	OTEAPAN
2207	VERACRUZ	OZULUAMA DE MASCAREÑAS
2208	VERACRUZ	PAJAPAN
2209	VERACRUZ	PANUCO
2210	VERACRUZ	PAPANTLA
2211	VERACRUZ	PASO DEL MACHO
2212	VERACRUZ	PASO DE OVEJAS
2213	VERACRUZ	LA PERLA
2214	VERACRUZ	PEROTE
2215	VERACRUZ	PLATON SANCHEZ
2216	VERACRUZ	PLAYA VICENTE
2217	VERACRUZ	POZA RICA DE HIDALGO
2218	VERACRUZ	LAS VIGAS DE RAMIREZ
2219	VERACRUZ	PUEBLO VIEJO
2220	VERACRUZ	PUENTE NACIONAL
2221	VERACRUZ	RAFAEL DELGADO
2222	VERACRUZ	RAFAEL LUCIO
2223	VERACRUZ	LOS REYES
2224	VERACRUZ	RIO BLANCO
2225	VERACRUZ	SALTABARRANCA
2226	VERACRUZ	SAN ANDRES TENEJAPAN
2227	VERACRUZ	SAN ANDRES TUXTLA
2228	VERACRUZ	SAN JUAN EVANGELISTA
2229	VERACRUZ	SANTIAGO TUXTLA
2230	VERACRUZ	SAYULA DE ALEMAN
2231	VERACRUZ	SOCONUSCO
2232	VERACRUZ	SOCHIAPA
2233	VERACRUZ	SOLEDAD ATZOMPA
2234	VERACRUZ	SOLEDAD DE DOBLADO
2235	VERACRUZ	SOTEAPAN
2236	VERACRUZ	TAMALIN
2237	VERACRUZ	TAMIAHUA
2238	VERACRUZ	TAMPICO ALTO
2239	VERACRUZ	TANCOCO
2240	VERACRUZ	TANTIMA
2241	VERACRUZ	TANTOYUCA
2242	VERACRUZ	TATATILA
2243	VERACRUZ	CASTILLO DE TEAYO
2244	VERACRUZ	TECOLUTLA
2245	VERACRUZ	TEHUIPANGO
2246	VERACRUZ	ALAMO TEMAPACHE
2247	VERACRUZ	TEMPOAL
2248	VERACRUZ	TENAMPA
2249	VERACRUZ	TENOCHTITLAN
2250	VERACRUZ	TEOCELO
2251	VERACRUZ	TEPATLAXCO
2252	VERACRUZ	TEPETLAN
2253	VERACRUZ	TEPETZINTLA
2254	VERACRUZ	TEQUILA
2255	VERACRUZ	JOSE AZUETA
2256	VERACRUZ	TEXCATEPEC
2257	VERACRUZ	TEXHUACAN
2258	VERACRUZ	TEXISTEPEC
2259	VERACRUZ	TEZONAPA
2260	VERACRUZ	TIERRA BLANCA
2261	VERACRUZ	TIHUATLAN
2262	VERACRUZ	TLACOJALPAN
2263	VERACRUZ	TLACOLULAN
2264	VERACRUZ	TLACOTALPAN
2265	VERACRUZ	TLACOTEPEC DE MEJIA
2266	VERACRUZ	TLACHICHILCO
2267	VERACRUZ	TLALIXCOYAN
2268	VERACRUZ	TLALNELHUAYOCAN
2269	VERACRUZ	TLAPACOYAN
2270	VERACRUZ	TLAQUILPA
2271	VERACRUZ	TLILAPAN
2272	VERACRUZ	TOMATLAN
2273	VERACRUZ	TONAYAN
2274	VERACRUZ	TOTUTLA
2275	VERACRUZ	TUXPAN
2276	VERACRUZ	TUXTILLA
2277	VERACRUZ	URSULO GALVAN
2278	VERACRUZ	VEGA DE ALATORRE
2279	VERACRUZ	VERACRUZ
2280	VERACRUZ	VILLA ALDAMA
2281	VERACRUZ	XOXOCOTLA
2282	VERACRUZ	YANGA
2283	VERACRUZ	YECUATLA
2284	VERACRUZ	ZACUALPAN
2285	VERACRUZ	ZARAGOZA
2286	VERACRUZ	ZENTLA
2287	VERACRUZ	ZONGOLICA
2288	VERACRUZ	ZONTECOMATLAN DE LOPEZ Y FUENTES
2289	VERACRUZ	ZOZOCOLCO DE HIDALGO
2290	VERACRUZ	AGUA DULCE
2291	VERACRUZ	EL HIGO
2292	VERACRUZ	NANCHITAL DE LAZARO CARDENAS DEL RIO
2293	VERACRUZ	TRES VALLES
2294	VERACRUZ	CARLOS A. CARRILLO
2295	VERACRUZ	TATAHUICAPAN DE JUAREZ
2296	VERACRUZ	UXPANAPA
2297	VERACRUZ	SAN RAFAEL
2298	VERACRUZ	SANTIAGO SOCHIAPAN
2299	YUCATÁN	ABALA
2300	YUCATÁN	ACANCEH
2301	YUCATÁN	AKIL
2302	YUCATÁN	BACA
2303	YUCATÁN	BOKOBA
2304	YUCATÁN	BUCTZOTZ
2305	YUCATÁN	CACALCHEN
2306	YUCATÁN	CALOTMUL
2307	YUCATÁN	CANSAHCAB
2308	YUCATÁN	CANTAMAYEC
2309	YUCATÁN	CELESTUN
2310	YUCATÁN	CENOTILLO
2311	YUCATÁN	CONKAL
2312	YUCATÁN	CUNCUNUL
2313	YUCATÁN	CUZAMA
2314	YUCATÁN	CHACSINKIN
2315	YUCATÁN	CHANKOM
2316	YUCATÁN	CHAPAB
2317	YUCATÁN	CHEMAX
2318	YUCATÁN	CHICXULUB PUEBLO
2319	YUCATÁN	CHICHIMILA
2320	YUCATÁN	CHIKINDZONOT
2321	YUCATÁN	CHOCHOLA
2322	YUCATÁN	CHUMAYEL
2323	YUCATÁN	DZAN
2324	YUCATÁN	DZEMUL
2325	YUCATÁN	DZIDZANTUN
2326	YUCATÁN	DZILAM DE BRAVO
2327	YUCATÁN	DZILAM GONZALEZ
2328	YUCATÁN	DZITAS
2329	YUCATÁN	DZONCAUICH
2330	YUCATÁN	ESPITA
2331	YUCATÁN	HALACHO
2332	YUCATÁN	HOCABA
2333	YUCATÁN	HOCTUN
2334	YUCATÁN	HOMUN
2335	YUCATÁN	HUHI
2336	YUCATÁN	HUNUCMA
2337	YUCATÁN	IXIL
2338	YUCATÁN	IZAMAL
2339	YUCATÁN	KANASIN
2340	YUCATÁN	KANTUNIL
2341	YUCATÁN	KAUA
2342	YUCATÁN	KINCHIL
2343	YUCATÁN	KOPOMA
2344	YUCATÁN	MAMA
2345	YUCATÁN	MANI
2346	YUCATÁN	MAXCANU
2347	YUCATÁN	MAYAPAN
2348	YUCATÁN	MERIDA
2349	YUCATÁN	MOCOCHA
2350	YUCATÁN	MOTUL
2351	YUCATÁN	MUNA
2352	YUCATÁN	MUXUPIP
2353	YUCATÁN	OPICHEN
2354	YUCATÁN	OXKUTZCAB
2355	YUCATÁN	PANABA
2356	YUCATÁN	PETO
2357	YUCATÁN	PROGRESO
2358	YUCATÁN	QUINTANA ROO
2359	YUCATÁN	RIO LAGARTOS
2360	YUCATÁN	SACALUM
2361	YUCATÁN	SAMAHIL
2362	YUCATÁN	SANAHCAT
2363	YUCATÁN	SAN FELIPE
2364	YUCATÁN	SANTA ELENA
2365	YUCATÁN	SEYE
2366	YUCATÁN	SINANCHE
2367	YUCATÁN	SOTUTA
2368	YUCATÁN	SUCILA
2369	YUCATÁN	SUDZAL
2370	YUCATÁN	SUMA
2371	YUCATÁN	TAHDZIU
2372	YUCATÁN	TAHMEK
2373	YUCATÁN	TEABO
2374	YUCATÁN	TECOH
2375	YUCATÁN	TEKAL DE VENEGAS
2376	YUCATÁN	TEKANTO
2377	YUCATÁN	TEKAX
2378	YUCATÁN	TEKIT
2379	YUCATÁN	TEKOM
2380	YUCATÁN	TELCHAC PUEBLO
2381	YUCATÁN	TELCHAC PUERTO
2382	YUCATÁN	TEMAX
2383	YUCATÁN	TEMOZON
2384	YUCATÁN	TEPAKAN
2385	YUCATÁN	TETIZ
2386	YUCATÁN	TEYA
2387	YUCATÁN	TICUL
2388	YUCATÁN	TIMUCUY
2389	YUCATÁN	TINUM
2390	YUCATÁN	TIXCACALCUPUL
2391	YUCATÁN	TIXKOKOB
2392	YUCATÁN	TIXMEHUAC
2393	YUCATÁN	TIXPEHUAL
2394	YUCATÁN	TIZIMIN
2395	YUCATÁN	TUNKAS
2396	YUCATÁN	TZUCACAB
2397	YUCATÁN	UAYMA
2398	YUCATÁN	UCU
2399	YUCATÁN	UMAN
2400	YUCATÁN	VALLADOLID
2401	YUCATÁN	XOCCHEL
2402	YUCATÁN	YAXCABA
2403	YUCATÁN	YAXKUKUL
2404	YUCATÁN	YOBAIN
2405	ZACATECAS	APOZOL
2406	ZACATECAS	APULCO
2407	ZACATECAS	ATOLINGA
2408	ZACATECAS	BENITO JUAREZ
2409	ZACATECAS	CALERA
2410	ZACATECAS	CAÑITAS DE FELIPE PESCADOR
2411	ZACATECAS	CONCEPCION DEL ORO
2412	ZACATECAS	CUAUHTEMOC
2413	ZACATECAS	CHALCHIHUITES
2414	ZACATECAS	FRESNILLO
2415	ZACATECAS	TRINIDAD GARCIA DE LA CADENA
2416	ZACATECAS	GENARO CODINA
2417	ZACATECAS	GENERAL ENRIQUE ESTRADA
2418	ZACATECAS	GENERAL FRANCISCO R. MURGUIA
2419	ZACATECAS	EL PLATEADO DE JOAQUIN AMARO
2420	ZACATECAS	GENERAL PANFILO NATERA
2421	ZACATECAS	GUADALUPE
2422	ZACATECAS	HUANUSCO
2423	ZACATECAS	JALPA
2424	ZACATECAS	JEREZ
2425	ZACATECAS	JIMENEZ DEL TEUL
2426	ZACATECAS	JUAN ALDAMA
2427	ZACATECAS	JUCHIPILA
2428	ZACATECAS	LORETO
2429	ZACATECAS	LUIS MOYA
2430	ZACATECAS	MAZAPIL
2431	ZACATECAS	MELCHOR OCAMPO
2432	ZACATECAS	MEZQUITAL DEL ORO
2433	ZACATECAS	MIGUEL AUZA
2434	ZACATECAS	MOMAX
2435	ZACATECAS	MONTE ESCOBEDO
2436	ZACATECAS	MORELOS
2437	ZACATECAS	MOYAHUA DE ESTRADA
