ID_Ubicación	Estado	Municipio
1211	OAXACA	SAN JUAN ÑUMI
1212	OAXACA	SAN JUAN OZOLOTEPEC
1213	OAXACA	SAN JUAN PETLAPA
1214	OAXACA	SAN JUAN QUIAHIJE
1215	OAXACA	SAN JUAN QUIOTEPEC
1216	OAXACA	SAN JUAN SAYULTEPEC
1217	OAXACA	SAN JUAN TABAA
1218	OAXACA	SAN JUAN TAMAZOLA
1219	OAXACA	SAN JUAN TEITA
1220	OAXACA	SAN JUAN TEITIPAC
1221	OAXACA	SAN JUAN TEPEUXILA
1222	OAXACA	SAN JUAN TEPOSCOLULA
1223	OAXACA	SAN JUAN YAEE
1224	OAXACA	SAN JUAN YATZONA
1225	OAXACA	SAN JUAN YUCUITA
1226	OAXACA	SAN LORENZO
1227	OAXACA	SAN LORENZO ALBARRADAS
1228	OAXACA	SAN LORENZO CACAOTEPEC
1229	OAXACA	SAN LORENZO CUAUNECUILTITLA
1230	OAXACA	SAN LORENZO TEXMELÚCAN
1231	OAXACA	SAN LORENZO VICTORIA
1232	OAXACA	SAN LUCAS CAMOTLÁN
1233	OAXACA	SAN LUCAS OJITLÁN
1234	OAXACA	SAN LUCAS QUIAVINÍ
1235	OAXACA	SAN LUCAS ZOQUIÁPAM
1236	OAXACA	SAN LUIS AMATLAN
1237	OAXACA	SAN MARCIAL OZOLOTEPEC
1238	OAXACA	SAN MARCOS ARTEAGA
1239	OAXACA	SAN MARTÍN DE LOS CANSECOS
1240	OAXACA	SAN MARTÍN HUAMELÚLPAM
1241	OAXACA	SAN MARTÍN ITUNYOSO
1242	OAXACA	SAN MARTÍN LACHILÁ
1243	OAXACA	SAN MARTÍN PERAS
1244	OAXACA	SAN MARTÍN TILCAJETE
1245	OAXACA	SAN MARTÍN TOXPALAN
1246	OAXACA	SAN MARTÍN ZACATEPEC
1247	OAXACA	SAN MATEO CAJONOS
1248	OAXACA	CAPULÁLPAM DE MÉNDEZ
1249	OAXACA	SAN MATEO DEL MAR
1250	OAXACA	SAN MATEO YOLOXOCHITLAN
1251	OAXACA	SAN MATEO ETLATONGO
1252	OAXACA	SAN MATEO NEJAPAM
1253	OAXACA	SAN MATEO PEÑASCO
1254	OAXACA	SAN MATEO PIÑAS
1255	OAXACA	SAN MATEO RIO HONDO
1256	OAXACA	SAN MATEO SINDIHUI
1257	OAXACA	SAN MATEO TLAPILTEPEC
1258	OAXACA	SAN MELCHOR BETAZA
1259	OAXACA	SAN MIGUEL ACHIUTLA
1260	OAXACA	SAN MIGUEL AHUEHUETITLÁN
1261	OAXACA	SAN MIGUEL ALOÁPAM
1262	OAXACA	SAN MIGUEL AMATITLAN
1263	OAXACA	SAN MIGUEL AMATLAN
1264	OAXACA	SAN MIGUEL COATLÁN
1265	OAXACA	SAN MIGUEL CHICAHUA
1266	OAXACA	SAN MIGUEL CHIMALAPA
1267	OAXACA	SAN MIGUEL DEL PUERTO
1268	OAXACA	SAN MIGUEL DEL RÍO
1269	OAXACA	SAN MIGUEL EJUTLA
1270	OAXACA	SAN MIGUEL EL GRANDE
1271	OAXACA	SAN MIGUEL HUAUTLA
1272	OAXACA	SAN MIGUEL MIXTEPEC
1273	OAXACA	SAN MIGUEL PANIXTLAHUACA
1274	OAXACA	SAN MIGUEL PERAS
1275	OAXACA	SAN MIGUEL PIEDRAS
1276	OAXACA	SAN MIGUEL QUETZALTEPEC
1277	OAXACA	SAN MIGUEL SANTA FLOR
1278	OAXACA	VILLA SOLA DE VEGA
1279	OAXACA	SAN MIGUEL SOYALTEPEC
1280	OAXACA	SAN MIGUEL SUCHIXTEPEC
1281	OAXACA	VILLA TALEA DE CASTRO
1282	OAXACA	SAN MIGUEL TECOMATLAN
1283	OAXACA	SAN MIGUEL TENANGO
1284	OAXACA	SAN MIGUEL TEQUIXTEPEC
1285	OAXACA	SAN MIGUEL TILQUIÁPAM
1286	OAXACA	SAN MIGUEL TLACAMAMA
1287	OAXACA	SAN MIGUEL TLACOTEPEC
1288	OAXACA	SAN MIGUEL TULANCINGO
1289	OAXACA	SAN MIGUEL YOTAO
1290	OAXACA	SAN NICOLÁS
1291	OAXACA	SAN NICOLÁS HIDALGO
1292	OAXACA	SAN PABLO COATLÁN
1293	OAXACA	SAN PABLO CUATRO VENADOS
1294	OAXACA	SAN PABLO ETLA
1295	OAXACA	SAN PABLO HUITZO
1296	OAXACA	SAN PABLO HUIXTEPEC
1297	OAXACA	SAN PABLO MACUILTIANGUIS
1298	OAXACA	SAN PABLO TIJALTEPEC
1299	OAXACA	SAN PABLO VILLA DE MITLA
1300	OAXACA	SAN PABLO YAGANIZA
1301	OAXACA	SAN PEDRO AMUZGOS
1302	OAXACA	SAN PEDRO APOSTOL
1303	OAXACA	SAN PEDRO ATOYAC
1304	OAXACA	SAN PEDRO CAJONOS
1305	OAXACA	SAN PEDRO COXCALTEPEC CÁNTAROS
1306	OAXACA	SAN PEDRO COMITANCILLO
1307	OAXACA	SAN PEDRO EL ALTO
1308	OAXACA	SAN PEDRO HUAMELULA
1309	OAXACA	SAN PEDRO HUILOTEPEC
1310	OAXACA	SAN PEDRO IXCATLAN
1311	OAXACA	SAN PEDRO IXTLAHUACA
1312	OAXACA	SAN PEDRO JALTEPETONGO
1313	OAXACA	SAN PEDRO JICAYAN
1314	OAXACA	SAN PEDRO JOCOTIPAC
1315	OAXACA	SAN PEDRO JUCHATENGO
1316	OAXACA	SAN PEDRO MARTIR
1317	OAXACA	SAN PEDRO MARTIR QUIECHAPA
1318	OAXACA	SAN PEDRO MARTIR YUCUXACO
1319	OAXACA	SAN PEDRO MIXTEPEC - DTO 22
1320	OAXACA	SAN PEDRO MIXTEPEC - DTO26
1321	OAXACA	SAN PEDRO MOLINOS
1322	OAXACA	SAN PEDRO NOPALA
1323	OAXACA	SAN PEDRO OCOPETATILLO
1324	OAXACA	SAN PEDRO OCOTEPEC
1325	OAXACA	SAN PEDRO POCHUTLA
1326	OAXACA	SAN PEDRO QUIATONI
1327	OAXACA	SAN PEDRO SOCHIAPAM
1328	OAXACA	SAN PEDRO TAPANATEPEC
1329	OAXACA	SAN PEDRO TAVICHE
1330	OAXACA	SAN PEDRO TEOZACOALCO
1331	OAXACA	SAN PEDRO TEUTILA
1332	OAXACA	SAN PEDRO TIDAA
1333	OAXACA	SAN PEDRO TOPILTEPEC
1334	OAXACA	SAN PEDRO TOTOLAPAM
1335	OAXACA	VILLA DE TUTUTEPEC
1336	OAXACA	SAN PEDRO YANERI
1337	OAXACA	SAN PEDRO YOLOX
1338	OAXACA	SAN PEDRO Y SAN PABLO AYUTLA
1339	OAXACA	VILLA DE ETLA
1340	OAXACA	SAN PEDRO Y SAN PABLO TEPOSCOLULA
1341	OAXACA	SAN PEDRO Y SAN PABLO TEQUIXTEPEC
1342	OAXACA	SAN PEDRO YUCUNAMA
1343	OAXACA	SAN RAYMUNDO JALPAN
1344	OAXACA	SAN SEBASTIAN ABASOLO
1345	OAXACA	SAN SEBASTIAN COATLAN
1346	OAXACA	SAN SEBASTIAN IXCAPA
1347	OAXACA	SAN SEBASTIAN NICANANDUTA
1348	OAXACA	SAN SEBASTIAN RIO HONDO
1349	OAXACA	SAN SEBASTIAN TECOMAXTLAHUACA
1350	OAXACA	SAN SEBASTIAN TEITIPAC
1351	OAXACA	SAN SEBASTIAN TUTLA
1352	OAXACA	SAN SIMÓN ALMOLONGAS
1353	OAXACA	SAN SIMÓN ZAHUATLÁN
1354	OAXACA	SANTA ANA
1355	OAXACA	SANTA ANA ATEIXTLAHUACA
1356	OAXACA	SANTA ANA CUAUHTEMOC
1357	OAXACA	SANTA ANA DEL VALLE
1358	OAXACA	SANTA ANA TAVELA
1359	OAXACA	SANTA ANA TLAPACOYAN
1360	OAXACA	SANTA ANA YARENI
1361	OAXACA	SANTA ANA ZEGACHE
1362	OAXACA	SANTA CATALINA QUIERI
1363	OAXACA	SANTA CATARINA CUIXTLA
1364	OAXACA	SANTA CATARINA IXTEPEJI
1365	OAXACA	SANTA CATARINA JUQUILA
1366	OAXACA	SANTA CATARINA LACHATAO
1367	OAXACA	SANTA CATARINA LOXICHA
1368	OAXACA	SANTA CATARINA MECHOACAN
1369	OAXACA	SANTA CATARINA MINAS
1370	OAXACA	SANTA CATARINA QUIANE
1371	OAXACA	SANTA CATARINA TAYATA
1372	OAXACA	SANTA CATARINA TICUA
1373	OAXACA	SANTA CATARINA YOSONOTU
1374	OAXACA	SANTA CATARINA ZAPOQUILA
1375	OAXACA	SANTA CRUZ ACATEPEC
1376	OAXACA	SANTA CRUZ AMILPAS
1377	OAXACA	SANTA CRUZ DE BRAVO
1378	OAXACA	SANTA CRUZ ITUNDUJIA
1379	OAXACA	SANTA CRUZ MIXTEPEC
1380	OAXACA	SANTA CRUZ NUNDACO
1381	OAXACA	SANTA CRUZ PAPALUTLA
1382	OAXACA	SANTA CRUZ TACACHE DE MINA
1383	OAXACA	SANTA CRUZ TACAHUA
1384	OAXACA	SANTA CRUZ TAYATA
1385	OAXACA	SANTA CRUZ XITLA
1386	OAXACA	SANTA CRUZ XOXOCOTLAN
1387	OAXACA	SANTA CRUZ ZENZONTEPEC
1388	OAXACA	SANTA GERTRUDIS
1389	OAXACA	SANTA INES DEL MONTE
1390	OAXACA	SANTA INES YATZECHE
1391	OAXACA	SANTA LUCIA DEL CAMINO
1392	OAXACA	SANTA LUCIA MIAHUATLAN
1393	OAXACA	SANTA LUCIA MONTEVERDE
1394	OAXACA	SANTA LUCIA OCOTLAN
1395	OAXACA	SANTA MARIA ALOTEPEC
1396	OAXACA	SANTA MARIA APAZCO
1397	OAXACA	SANTA MARIA LA ASUNCION
1398	OAXACA	HEROICA CIUDAD DE TLAXIACO
1399	OAXACA	AYOQUEZCO DE ALDAMA
1400	OAXACA	SANTA MARIA ATZOMPA
1401	OAXACA	SANTA MARIA CAMOTLAN
1402	OAXACA	SANTA MARIA COLOTEPEC
1403	OAXACA	SANTA MARIA CORTIJO
1404	OAXACA	SANTA MARIA COYOTEPEC
1405	OAXACA	SANTA MARIA CHACHOAPAM
1406	OAXACA	VILLA DE CHILAPA DE DÍAZ
1407	OAXACA	SANTA MARIA CHILCHOTLA
1408	OAXACA	SANTA MARIA CHIMALAPA
1409	OAXACA	SANTA MARIA DEL ROSARIO
1410	OAXACA	SANTA MARIA DEL TULE
1411	OAXACA	SANTA MARIA ECATEPEC
1412	OAXACA	SANTA MARIA GUELACE
1413	OAXACA	SANTA MARIA GUIENAGATI
1414	OAXACA	SANTA MARIA HUATULCO
1415	OAXACA	SANTA MARIA HUAZOLOTITLAN
1416	OAXACA	SANTA MARIA IPALAPA
1417	OAXACA	SANTA MARIA IXCATLAN
1418	OAXACA	SANTA MARIA JACATEPEC
1419	OAXACA	SANTA MARIA JALAPA DEL MARQUES
1420	OAXACA	SANTA MARIA JALTIANGUIS
1421	OAXACA	SANTA MARIA LACHIXIO
1422	OAXACA	SANTA MARIA MIXTEQUILLA
1423	OAXACA	SANTA MARIA NATIVITAS
1424	OAXACA	SANTA MARIA NDUAYACO
1425	OAXACA	SANTA MARIA OZOLOTEPEC
1426	OAXACA	SANTA MARIA PÁPALO
1427	OAXACA	SANTA MARÍA PEÑOLES
1428	OAXACA	SANTA MARÍA PETAPA
1429	OAXACA	SANTA MARÍA QUIEGOLANI
1430	OAXACA	SANTA MARÍA SOLA
1431	OAXACA	SANTA MARÍA TATALTEPEC
1432	OAXACA	SANTA MARÍA TECOMAVACA
1433	OAXACA	SANTA MARÍA TEMAXCALAPA
1434	OAXACA	SANTA MARÍA TEMAXCALTEPEC
1435	OAXACA	SANTA MARÍA TEOPOXCO
1436	OAXACA	SANTA MARÍA TEPANTLALI
1437	OAXACA	SANTA MARÍA TEXCATITLÁN
1438	OAXACA	SANTA MARÍA TLAHUITOLTEPEC
1439	OAXACA	SANTA MARIA TLALIXTAC
1440	OAXACA	SANTA MARÍA TONAMECA
1441	OAXACA	SANTA MARÍA TOTOLAPILLA
1442	OAXACA	SANTA MARÍA XADANI
1443	OAXACA	SANTA MARÍA YALINA
1444	OAXACA	SANTA MARÍA YAVESÍA
1445	OAXACA	SANTA MARÍA YOLOTEPEC
1446	OAXACA	SANTA MARÍA YOSOYÚA
1447	OAXACA	SANTA MARÍA YUCUHITI
1448	OAXACA	SANTA MARIA ZACATEPEC
1449	OAXACA	SANTA MARIA ZANIZA
1450	OAXACA	SANTA MARÍA ZOQUITLÁN
1451	OAXACA	SANTIAGO AMOLTEPEC
1452	OAXACA	SANTIAGO APOALA
1453	OAXACA	SANTIAGO APÓSTOL
1454	OAXACA	SANTIAGO ASTATA
1455	OAXACA	SANTIAGO ATITLÁN
1456	OAXACA	SANTIAGO AYUQUILILLA
1457	OAXACA	SANTIAGO CACALOXTEPEC
1458	OAXACA	SANTIAGO CAMOTLÁN
1459	OAXACA	SANTIAGO COMALTEPEC
1460	OAXACA	SANTIAGO CHAZUMBA
1461	OAXACA	SANTIAGO CHOÁPAM
1462	OAXACA	SANTIAGO DEL RÍO
1463	OAXACA	SANTIAGO HUAJOLOTITLÁN
1464	OAXACA	SANTIAGO HUAUCLILLA
1465	OAXACA	SANTIAGO IHUITLÁN PLUMAS
1466	OAXACA	SANTIAGO IXCUINTEPEC
1467	OAXACA	SANTIAGO IXTAYUTLA
1468	OAXACA	SANTIAGO JAMILTEPEC
1469	OAXACA	SANTIAGO JOCOTEPEC
1470	OAXACA	SANTIAGO JUXTLAHUACA
1471	OAXACA	SANTIAGO LACHIGUIRI
1472	OAXACA	SANTIAGO LALOPA
1473	OAXACA	SANTIAGO LAOLLAGA
1474	OAXACA	SANTIAGO LAXOPA
1475	OAXACA	SANTIAGO LLANO GRANDE
1476	OAXACA	SANTIAGO MATATLAN
1477	OAXACA	SANTIAGO MILTEPEC
1478	OAXACA	SANTIAGO MINAS
1479	OAXACA	SANTIAGO NACALTEPEC
1480	OAXACA	SANTIAGO NEJAPILLA
1481	OAXACA	SANTIAGO NUNDICHE
1482	OAXACA	SANTIAGO NUYOÓ
1483	OAXACA	SANTIAGO PINOTEPA NACIONAL
1484	OAXACA	SANTIAGO SUCHILQUITONGO
1485	OAXACA	SANTIAGO TAMAZOLA
1486	OAXACA	SANTIAGO TAPEXTLA
1487	OAXACA	VILLA TEJUPAM DE LA UNION
1488	OAXACA	SANTIAGO TENANGO
1489	OAXACA	SANTIAGO TEPETLAPA
1490	OAXACA	SANTIAGO TETEPEC
1491	OAXACA	SANTIAGO TEXCALCINGO
1492	OAXACA	SANTIAGO TEXTITLÁN
1493	OAXACA	SANTIAGO TILANTONGO
1494	OAXACA	SANTIAGO TILLO
1495	OAXACA	SANTIAGO TLAZOYALTEPEC
1496	OAXACA	SANTIAGO XANICA
1497	OAXACA	SANTIAGO XIACUÍ
1498	OAXACA	SANTIAGO YAITEPEC
1499	OAXACA	SANTIAGO YAVEO
1500	OAXACA	SANTIAGO YOLOMÉCATL
1501	OAXACA	SANTIAGO YOSONDÚA
1502	OAXACA	SANTIAGO YUCUYACHI
1503	OAXACA	SANTIAGO ZACATEPEC
1504	OAXACA	SANTIAGO ZOOCHILA
1505	OAXACA	NUEVO ZOQUIÁPAM
1506	OAXACA	SANTO DOMINGO INGENIO
1507	OAXACA	SANTO DOMINGO ALBARRADAS
1508	OAXACA	SANTO DOMINGO ARMENTA
1509	OAXACA	SANTO DOMINGO CHIHUITÁN
1510	OAXACA	SANTO DOMINGO DE MORELOS
1511	OAXACA	SANTO DOMINGO IXCATLÁN
1512	OAXACA	SANTO DOMINGO NUXAÁ
1513	OAXACA	SANTO DOMINGO OZOLOTEPEC
1514	OAXACA	SANTO DOMINGO PETAPA
1515	OAXACA	SANTO DOMINGO ROAYAGA
1516	OAXACA	SANTO DOMINGO TEHUANTEPEC
1517	OAXACA	SANTO DOMINGO TEOJOMULCO
1518	OAXACA	SANTO DOMINGO TEPUXTEPEC
1519	OAXACA	SANTO DOMINGO TLATAYÁPAM
1520	OAXACA	SANTO DOMINGO TOMALTEPEC
1521	OAXACA	SANTO DOMINGO TONALA
1522	OAXACA	SANTO DOMINGO TONALTEPEC
1523	OAXACA	SANTO DOMINGO XAGACÍA
1524	OAXACA	SANTO DOMINGO YANHUITLÁN
1525	OAXACA	SANTO DOMINGO YODOHINO
1526	OAXACA	SANTO DOMINGO ZANATEPEC
1527	OAXACA	SANTOS REYES NOPALA
1528	OAXACA	SANTOS REYES PÁPALO
1529	OAXACA	SANTOS REYES TEPEJILLO
1530	OAXACA	SANTOS REYES YUCUNÁ
1531	OAXACA	SANTO TOMÁS JALIEZA
1532	OAXACA	SANTO TOMÁS MAZALTEPEC
1533	OAXACA	SANTO TOMÁS OCOTEPEC
1534	OAXACA	SANTO TOMÁS TAMAZULAPAN
1535	OAXACA	SAN VICENTE COATLÁN
1536	OAXACA	SAN VICENTE LACHIXÍO
1537	OAXACA	SAN VICENTE NUÑÚ
1538	OAXACA	SILACAYOÁPAM
1539	OAXACA	SITIO DE XITLAPEHUA
1540	OAXACA	SOLEDAD ETLA
1541	OAXACA	VILLA DE TAMAZULÁPAM DEL PROGRESO
1542	OAXACA	TANETZE DE ZARAGOZA
1543	OAXACA	TANICHE
1544	OAXACA	TATALTEPEC DE VALDÉS
1545	OAXACA	TEOCOCUILCO DE MARCOS PÉREZ
1546	OAXACA	TEOTITLÁN DE FLORES MAGÓN
1547	OAXACA	TEOTITLÁN DEL VALLE
1548	OAXACA	TEOTONGO
1549	OAXACA	TEPELMEME VILLA DE MORELOS
1550	OAXACA	TEZOATLAN DE SEGURA Y LUNA
1551	OAXACA	SAN JERÓNIMO TLACOCHAHUAYA
1552	OAXACA	TLACOLULA DE MATAMOROS
1553	OAXACA	TLACOTEPEC PLUMAS
1554	OAXACA	TLALIXTAC DE CABRERA
1555	OAXACA	TOTONTEPEC VILLA DE MORELOS
1556	OAXACA	TRINIDAD ZAACHILA
1557	OAXACA	LA TRINIDAD VISTA HERMOSA
1558	OAXACA	UNION HIDALGO
1559	OAXACA	VALERIO TRUJANO
1560	OAXACA	SAN JUAN BAUTISTA VALLE NACIONAL
1561	OAXACA	VILLA DÍAZ ORDAZ
1562	OAXACA	YAXE
1563	OAXACA	MAGDALENA YODOCONO DE PORFIRIO DÍAZ
1564	OAXACA	YOGANA
1565	OAXACA	YUTANDUCHI DE GUERRERO
1566	OAXACA	VILLA DE ZAACHILA
1567	OAXACA	SAN MATEO YUCUTINDOO
1568	OAXACA	ZAPOTITLAN LAGUNAS
1569	OAXACA	ZAPOTITLÁN PALMAS
1570	OAXACA	SANTA INES DE ZARAGOZA
1571	OAXACA	ZIMATLAN DE ALVAREZ
1572	PUEBLA	ACAJETE
1573	PUEBLA	ACATENO
1574	PUEBLA	ACATLAN
1575	PUEBLA	ACATZINGO
1576	PUEBLA	ACTEOPAN
1577	PUEBLA	AHUACATLAN
1578	PUEBLA	AHUATLAN
1579	PUEBLA	AHUAZOTEPEC
1580	PUEBLA	AHUEHUETITLA
1581	PUEBLA	AJALPAN
1582	PUEBLA	ALBINO ZERTUCHE
1583	PUEBLA	ALJOJUCA
1584	PUEBLA	ALTEPEXI
1585	PUEBLA	AMIXTLAN
1586	PUEBLA	AMOZOC
1587	PUEBLA	AQUIXTLA
1588	PUEBLA	ATEMPAN
1589	PUEBLA	ATEXCAL
1590	PUEBLA	ATLIXCO
1591	PUEBLA	ATOYATEMPAN
1592	PUEBLA	ATZALA
1593	PUEBLA	ATZITZIHUACAN
1594	PUEBLA	ATZITZINTLA
1595	PUEBLA	AXUTLA
1596	PUEBLA	AYOTOXCO DE GUERRERO
1597	PUEBLA	CALPAN
1598	PUEBLA	CALTEPEC
1599	PUEBLA	CAMOCUAUTLA
1600	PUEBLA	CAXHUACAN
1601	PUEBLA	COATEPEC
1602	PUEBLA	COATZINGO
1603	PUEBLA	COHETZALA
1604	PUEBLA	COHUECAN
1605	PUEBLA	CORONANGO
1606	PUEBLA	COXCATLAN
1607	PUEBLA	COYOMEAPAN
1608	PUEBLA	COYOTEPEC
1609	PUEBLA	CUAPIAXTLA DE MADERO
1610	PUEBLA	CUAUTEMPAN
1611	PUEBLA	CUAUTINCHAN
1612	PUEBLA	CUAUTLANCINGO
1613	PUEBLA	CUAYUCA DE ANDRADE
1614	PUEBLA	CUETZALAN DEL PROGRESO
1615	PUEBLA	CUYOACO
1616	PUEBLA	CHALCHICOMULA DE SESMA
1617	PUEBLA	CHAPULCO
1618	PUEBLA	CHIAUTLA
1619	PUEBLA	CHIAUTZINGO
1620	PUEBLA	CHICONCUAUTLA
1621	PUEBLA	CHICHIQUILA
1622	PUEBLA	CHIETLA
1623	PUEBLA	CHIGMECATITLAN
1624	PUEBLA	CHIGNAHUAPAN
1625	PUEBLA	CHIGNAUTLA
1626	PUEBLA	CHILA
1627	PUEBLA	CHILA DE LA SAL
1628	PUEBLA	HONEY
1629	PUEBLA	CHILCHOTLA
1630	PUEBLA	CHINANTLA
1631	PUEBLA	DOMINGO ARENAS
1632	PUEBLA	ELOXOCHITLAN
1633	PUEBLA	EPATLÁN
1634	PUEBLA	ESPERANZA
1635	PUEBLA	FRANCISCO Z. MENA
1636	PUEBLA	GENERAL FELIPE ANGELES
1637	PUEBLA	GUADALUPE
1638	PUEBLA	GUADALUPE VICTORIA
1639	PUEBLA	HERMENEGILDO GALEANA
1640	PUEBLA	HUAQUECHULA
1641	PUEBLA	HUATLATLAUCA
1642	PUEBLA	HUAUCHINANGO
1643	PUEBLA	HUEHUETLA
1644	PUEBLA	HUEHUETLAN EL CHICO
1645	PUEBLA	HUEJOTZINGO
1646	PUEBLA	HUEYAPAN
1647	PUEBLA	HUEYTAMALCO
1648	PUEBLA	HUEYTLALPAN
1649	PUEBLA	HUITZILAN DE SERDAN
1650	PUEBLA	HUITZILTEPEC
1651	PUEBLA	ATLEQUIZAYAN
1652	PUEBLA	IXCAMILPA DE GUERRERO
1653	PUEBLA	IXCAQUIXTLA
1654	PUEBLA	IXTACAMAXTITLAN
1655	PUEBLA	IXTEPEC
1656	PUEBLA	IZUCAR DE MATAMOROS
1657	PUEBLA	JALPAN
1658	PUEBLA	JOLALPAN
1659	PUEBLA	JONOTLA
1660	PUEBLA	JOPALA
1661	PUEBLA	JUAN C. BONILLA
1662	PUEBLA	JUAN GALINDO
1663	PUEBLA	JUAN N. MENDEZ
1664	PUEBLA	LAFRAGUA
1665	PUEBLA	LIBRES
1666	PUEBLA	LA MAGDALENA TLATLAUQUITEPEC
1667	PUEBLA	MAZAPILTEPEC DE JUAREZ
1668	PUEBLA	MIXTLA
1669	PUEBLA	MOLCAXAC
1670	PUEBLA	CAÑADA MORELOS
1671	PUEBLA	NAUPAN
1672	PUEBLA	NAUZONTLA
1673	PUEBLA	NEALTICAN
1674	PUEBLA	NICOLAS BRAVO
1675	PUEBLA	NOPALUCAN
1676	PUEBLA	OCOTEPEC
1677	PUEBLA	OCOYUCAN
1678	PUEBLA	OLINTLA
1679	PUEBLA	ORIENTAL
1680	PUEBLA	PAHUATLAN
1681	PUEBLA	PALMAR DE BRAVO
1682	PUEBLA	PANTEPEC
1683	PUEBLA	PETLALCINGO
1684	PUEBLA	PIAXTLA
1685	PUEBLA	PUEBLA
1686	PUEBLA	QUECHOLAC
1687	PUEBLA	QUIMIXTLAN
1688	PUEBLA	RAFAEL LARA GRAJALES
1689	PUEBLA	LOS REYES DE JUAREZ
1690	PUEBLA	SAN ANDRES CHOLULA
1691	PUEBLA	SAN ANTONIO CAÑADA
1692	PUEBLA	SAN DIEGO LA MESA TOCHIMILTZINGO
1693	PUEBLA	SAN FELIPE TEOTLALCINGO
1694	PUEBLA	SAN FELIPE TEPATLAN
1695	PUEBLA	SAN GABRIEL CHILAC
1696	PUEBLA	SAN GREGORIO ATZOMPA
1697	PUEBLA	SAN JERONIMO TECUANIPAN
1698	PUEBLA	SAN JERONIMO XAYACATLAN
1699	PUEBLA	SAN JOSE CHIAPA
1700	PUEBLA	SAN JOSE MIAHUATLAN
1701	PUEBLA	SAN JUAN ATENCO
1702	PUEBLA	SAN JUAN ATZOMPA
1703	PUEBLA	SAN MARTIN TEXMELUCAN
1704	PUEBLA	SAN MARTIN TOTOLTEPEC
1705	PUEBLA	SAN MATIAS TLALANCALECA
1706	PUEBLA	SAN MIGUEL IXITLAN
1707	PUEBLA	SAN MIGUEL XOXTLA
1708	PUEBLA	SAN NICOLAS BUENOS AIRES
1709	PUEBLA	SAN NICOLAS DE LOS RANCHOS
1710	PUEBLA	SAN PABLO ANICANO
1711	PUEBLA	SAN PEDRO CHOLULA
1712	PUEBLA	SAN PEDRO YELOIXTLAHUACA
1713	PUEBLA	SAN SALVADOR EL SECO
1714	PUEBLA	SAN SALVADOR EL VERDE
1715	PUEBLA	SAN SALVADOR HUIXCOLOTLA
1716	PUEBLA	SAN SEBASTIAN TLACOTEPEC
1717	PUEBLA	SANTA CATARINA TLALTEMPAN
1718	PUEBLA	SANTA INES AHUATEMPAN
1719	PUEBLA	SANTA ISABEL CHOLULA
1720	PUEBLA	SANTIAGO MIAHUATLAN
1721	PUEBLA	HUEHUETLAN EL GRANDE
1722	PUEBLA	SANTO TOMAS HUEYOTLIPAN
1723	PUEBLA	SOLTEPEC
1724	PUEBLA	TECALI DE HERRERA
1725	PUEBLA	TECAMACHALCO
1726	PUEBLA	TECOMATLÁN
1727	PUEBLA	TEHUACAN
1728	PUEBLA	TEHUITZINGO
1729	PUEBLA	TENAMPULCO
1730	PUEBLA	TEOPANTLÁN
1731	PUEBLA	TEOTLALCO
1732	PUEBLA	TEPANCO DE LOPEZ
1733	PUEBLA	TEPANGO DE RODRIGUEZ
1734	PUEBLA	TEPATLAXCO DE HIDALGO
1735	PUEBLA	TEPEACA
1736	PUEBLA	TEPEMAXALCO
1737	PUEBLA	TEPEOJUMA
1738	PUEBLA	TEPETZINTLA
1739	PUEBLA	TEPEXCO
1740	PUEBLA	TEPEXI DE RODRIGUEZ
1741	PUEBLA	TEPEYAHUALCO
1742	PUEBLA	TEPEYAHUALCO DE CUAUHTEMOC
1743	PUEBLA	TETELA DE OCAMPO
1744	PUEBLA	TETELES DE AVILA CASTILLO
1745	PUEBLA	TEZIUTLAN
1746	PUEBLA	TIANGUISMANALCO
1747	PUEBLA	TILAPA
1748	PUEBLA	TLACOTEPEC DE BENITO JUAREZ
1749	PUEBLA	TLACUILOTEPEC
1750	PUEBLA	TLACHICHUCA
1751	PUEBLA	TLAHUAPAN
1752	PUEBLA	TLALTENANGO
1753	PUEBLA	TLANEPANTLA
1754	PUEBLA	TLAOLA
1755	PUEBLA	TLAPACOYA
1756	PUEBLA	TLAPANALA
1757	PUEBLA	TLATLAUQUITEPEC
1758	PUEBLA	TLAXCO
1759	PUEBLA	TOCHIMILCO
1760	PUEBLA	TOCHTEPEC
1761	PUEBLA	TOTOLTEPEC DE GUERRERO
1762	PUEBLA	TULCINGO
1763	PUEBLA	TUZAMAPAN DE GALEANA
1764	PUEBLA	TZICATLACOYAN
1765	PUEBLA	VENUSTIANO CARRANZA
1766	PUEBLA	VICENTE GUERRERO
1767	PUEBLA	XAYACATLÁN DE BRAVO
1768	PUEBLA	XICOTEPEC
1769	PUEBLA	XICOTLAN
1770	PUEBLA	XIUTETELCO
1771	PUEBLA	XOCHIAPULCO
1772	PUEBLA	XOCHILTEPEC
1773	PUEBLA	XOCHITLAN DE VICENTE SUAREZ
1774	PUEBLA	XOCHITLAN TODOS SANTOS
1775	PUEBLA	YAONAHUAC
1776	PUEBLA	YEHUALTEPEC
1777	PUEBLA	ZACAPALA
1778	PUEBLA	ZACAPOAXTLA
1779	PUEBLA	ZACATLAN
1780	PUEBLA	ZAPOTITLAN
1781	PUEBLA	ZAPOTITLAN DE MENDEZ
1782	PUEBLA	ZARAGOZA
